Entry	Entry name
P09972	ALDOC_HUMAN
P0A6A3	ACKA_ECOLI
P0A6A8	ACP_ECOLI
P0A6B7	ISCS_ECOLI
P0A6D3	AROA_ECOLI
P0A6D7	AROK_ECOLI
P0A6E4	ASSY_ECOLI
P0A6E6	ATPE_ECOLI
P0A6F3	GLPK_ECOLI
P0A6F5	CH60_ECOLI
P0A6F9	CH10_ECOLI
P0A6G7	CLPP_ECOLI
P0A6H1	CLPX_ECOLI
P0A6H5	HSLU_ECOLI
P0A6J5	DADA_ECOLI
P0A6J8	DDLA_ECOLI
P0A6K3	DEF_ECOLI
P0A6K6	DEOB_ECOLI
P0A6L0	DEOC_ECOLI
P0A6L2	DAPA_ECOLI
P0A6L4	NANA_ECOLI
P0A6M8	EFG_ECOLI
P0A6N4	EFP_ECOLI
P0A6N8	EFPL_ECOLI
P0A6P1	EFTS_ECOLI
P0A6P5	DER_ECOLI
P0A6P7	ENGB_ECOLI
P0A6P9	ENO_ECOLI
P0A6Q3	FABA_ECOLI
P0A6Q6	FABZ_ECOLI
P0A6R0	FABH_ECOLI
P0A6R3	FIS_ECOLI
P0A6S7	GPDA_ECOLI
P0A6T1	G6PI_ECOLI
P0A6T5	GCH1_ECOLI
P0A6U3	MNMG_ECOLI
P0A6U5	RSMG_ECOLI
P0A6V1	GLGC_ECOLI
P0A6V8	GLK_ECOLI
P0A6W5	GREA_ECOLI
P0A6X3	HFQ_ECOLI
P0A6X7	IHFA_ECOLI
P0A6Y1	IHFB_ECOLI
P0A6Y5	HSLO_ECOLI
P0A6Y8	DNAK_ECOLI
P0A6Z1	HSCA_ECOLI
P0A6Z3	HTPG_ECOLI
P0A705	IF2_ECOLI
P0A707	IF3_ECOLI
P0A715	KDSA_ECOLI
P0A717	KPRS_ECOLI
P0A722	LPXA_ECOLI
P0A734	MINE_ECOLI
P0A742	MSCL_ECOLI
P0A749	MURA_ECOLI
P0A759	NAGB_ECOLI
P0A761	NANE_ECOLI
P0A763	NDK_ECOLI
P0A780	NUSB_ECOLI
P0A784	ORN_ECOLI
P0A790	PAND_ECOLI
P0A794	PDXJ_ECOLI
P0A796	PFKA_ECOLI
P0A799	PGK_ECOLI
P0A7A2	GPMB_ECOLI
P0A7A7	PLSB_ECOLI
P0A7A9	IPYR_ECOLI
P0A7B5	PROB_ECOLI
P0A7B8	HSLV_ECOLI
P0A7C2	LEXA_ECOLI
P0A7C6	PEPE_ECOLI
P0A7D1	PTH_ECOLI
P0A7D4	PURA_ECOLI
P0A7D7	PUR7_ECOLI
P0A7E1	PYRD_ECOLI
P0A7E5	PYRG_ECOLI
P0A7E9	PYRH_ECOLI
P0A7F6	SPED_ECOLI
P0A7F9	QUEA_ECOLI
P0A7G2	RBFA_ECOLI
P0A7G6	RECA_ECOLI
P0A7I4	RF3_ECOLI
P0A7J0	RIBB_ECOLI
P0A7J3	RL10_ECOLI
P0A7J7	RL11_ECOLI
P0A7K2	RL7_ECOLI
P0A7K6	RL19_ECOLI
P0A7L0	RL1_ECOLI
P0A7L3	RL20_ECOLI
P0A7L8	RL27_ECOLI
P0A7M2	RL28_ECOLI
P0A7M6	RL29_ECOLI
P0A7N4	RL32_ECOLI
P0A7N9	RL33_ECOLI
P0A7R1	RL9_ECOLI
P0A7R5	RS10_ECOLI
P0A7R9	RS11_ECOLI
P0A7S3	RS12_ECOLI
P0A7S9	RS13_ECOLI
P0A7T3	RS16_ECOLI
P0A7T7	RS18_ECOLI
P0A7U3	RS19_ECOLI
P0A7U7	RS20_ECOLI
P0A7V0	RS2_ECOLI
P0A7V3	RS3_ECOLI
P0A7V8	RS4_ECOLI
P0A7W1	RS5_ECOLI
P0A7W7	RS8_ECOLI
P0A7X3	RS9_ECOLI
P0A7X6	RIMM_ECOLI
P0A7Y0	RNC_ECOLI
P0A7Z0	RPIA_ECOLI
P0A7Z4	RPOA_ECOLI
P0A800	RPOZ_ECOLI
P0A805	RRF_ECOLI
P0A817	METK_ECOLI
P0A825	GLYA_ECOLI
P0A830	DCTA_ECOLI
P0A832	SSRP_ECOLI
P0A836	SUCC_ECOLI
P0A850	TIG_ECOLI
P0A853	TNAA_ECOLI
P0A855	TOLB_ECOLI
P0A858	TPIS_ECOLI
P0A862	TPX_ECOLI
P0A870	TALB_ECOLI
P0A887	UBIE_ECOLI
P0A8A0	YEBC_ECOLI
P0A8A2	YEEN_ECOLI
P0A8B5	YBAB_ECOLI
P0A8C4	YGFB_ECOLI
P0A8E5	YACL_ECOLI
P0A8E7	YAJQ_ECOLI
P0A8F0	UPP_ECOLI
P0A8F4	URK_ECOLI
P0A8G6	NQOR_ECOLI
P0A8I5	TRMB_ECOLI
P0A8I8	RLMH_ECOLI
P0A8J4	YBED_ECOLI
P0A8J8	RHLB_ECOLI
P0A8K1	PSD_ECOLI
P0A8L1	SYS_ECOLI
P0A8M0	SYN_ECOLI
P0A8M3	SYT_ECOLI
P0A8M6	YEEX_ECOLI
P0A8N3	SYK1_ECOLI
P0A8N5	SYK2_ECOLI
P0A8P3	FETP_ECOLI
P0A8R0	RRAA_ECOLI
P0A8T1	PRMA_ECOLI
P0A8T7	RPOC_ECOLI
P0A8V2	RPOB_ECOLI
P0A8W5	YQGE_ECOLI
P0A8W8	YFBU_ECOLI
P0A8X0	YJGA_ECOLI
P0A8Y5	YIDA_ECOLI
P0A903	BAMC_ECOLI
P0A905	SLYB_ECOLI
P0A908	MIPA_ECOLI
P0A910	OMPA_ECOLI
P0A912	PAL_ECOLI
P0A915	OMPW_ECOLI
P0A917	OMPX_ECOLI
P0A927	TSX_ECOLI
P0A937	BAME_ECOLI
P0A940	BAMA_ECOLI
P0A953	FABB_ECOLI
P0A955	ALKH_ECOLI
P0A962	ASPG1_ECOLI
P0A972	CSPE_ECOLI
P0A988	DPO3B_ECOLI
P0A991	ALF1_ECOLI
P0A993	F16PA_ECOLI
P0A998	FTNA_ECOLI
P0A9A6	FTSZ_ECOLI
P0A9A9	FUR_ECOLI
P0A9B2	G3P1_ECOLI
P0A9B6	E4PD_ECOLI
P0A9C0	GLPA_ECOLI
P0A9C5	GLN1B_ECOLI
P0A9D4	CYSE_ECOLI
P0A9D8	DAPD_ECOLI
P0A9E5	FNR_ECOLI
P0A9G6	ACEA_ECOLI
P0A9J6	RBSK_ECOLI
P0A9J8	CMPDT_ECOLI
P0A9K3	PHOL_ECOLI
P0A9K9	SLYD_ECOLI
P0A9L3	FKBB_ECOLI
P0A9L5	PPIC_ECOLI
P0A9L8	P5CR_ECOLI
P0A9M0	LON_ECOLI
P0A9M2	HPRT_ECOLI
P0A9M5	XGPT_ECOLI
P0A9M8	PTA_ECOLI
P0A9P0	DLDH_ECOLI
P0A9P4	TRXB_ECOLI
P0A9P6	DEAD_ECOLI
P0A9Q1	ARCA_ECOLI
P0A9Q5	ACCD_ECOLI
P0A9Q7	ADHE_ECOLI
P0A9Q9	DHAS_ECOLI
P0A9T0	SERA_ECOLI
P0A9U3	YBIT_ECOLI
P0A9V1	LPTB_ECOLI
P0A9W3	ETTA_ECOLI
P0A9W6	IBAG_ECOLI
P0A9X4	MREB_ECOLI
P0A9X9	CSPA_ECOLI
P0A9Y6	CSPC_ECOLI
P0AA04	PTHP_ECOLI
P0AA10	RL13_ECOLI
P0AA25	THIO_ECOLI
P0AA39	RLUC_ECOLI
P0AA43	RSUA_ECOLI
P0AA91	YEAY_ECOLI
P0AAB4	UBID_ECOLI
P0AAB6	GALF_ECOLI
P0AAC8	ISCA_ECOLI
P0AAD6	SDAC_ECOLI
P0AAE0	CYCA_ECOLI
P0AAF6	ARTP_ECOLI
P0AAG3	GLTL_ECOLI
P0AAH0	PSTB_ECOLI
P0AAI3	FTSH_ECOLI
P0AAI5	FABF_ECOLI
P0AAI9	FABD_ECOLI
P0AAJ5	FDOH_ECOLI
P0AAS7	YBCJ_ECOLI
P0AAT6	IOJAP_ECOLI
P0AAT9	YBEL_ECOLI
P0AAX8	YBIS_ECOLI
P0AB28	YCED_ECOLI
P0AB52	YCHN_ECOLI
P0AB71	ALF_ECOLI
P0AB77	KBL_ECOLI
P0AB80	ILVE_ECOLI
P0AB89	PUR8_ECOLI
P0AB91	AROG_ECOLI
P0ABA0	ATPF_ECOLI
P0ABA4	ATPD_ECOLI
P0ABA6	ATPG_ECOLI
P0ABB0	ATPA_ECOLI
P0ABB4	ATPB_ECOLI
P0ABC3	HFLC_ECOLI
P0ABC7	HFLK_ECOLI
P0ABD3	BFR_ECOLI
P0ABD5	ACCA_ECOLI
P0ABD8	BCCP_ECOLI
P0ABF1	PCNB_ECOLI
P0ABF6	CDD_ECOLI
P0ABH7	CISY_ECOLI
P0ABH9	CLPA_ECOLI
P0ABI4	CORA_ECOLI
P0ABI8	CYOB_ECOLI
P0ABJ1	CYOA_ECOLI
P0ABJ9	CYDA_ECOLI
P0ABK2	CYDB_ECOLI
P0ABK5	CYSK_ECOLI
P0ABN1	KDGL_ECOLI
P0ABN5	DCUA_ECOLI
P0ABP8	DEOD_ECOLI
P0ABQ0	COABC_ECOLI
P0ABQ2	GARR_ECOLI
P0ABQ4	DYR_ECOLI
P0ABS1	DKSA_ECOLI
P0ABT2	DPS_ECOLI
P0ABU0	MENB_ECOLI
P0ABU2	YCHF_ECOLI
P0ABU5	ELBB_ECOLI
P0ABU7	EXBB_ECOLI
P0ABU9	TOLQ_ECOLI
P0ABZ6	SURA_ECOLI
P0AC02	BAMD_ECOLI
P0AC19	FOLX_ECOLI
P0AC33	FUMA_ECOLI
P0AC38	ASPA_ECOLI
P0AC41	SDHA_ECOLI
P0AC44	DHSD_ECOLI
P0AC47	FRDB_ECOLI
P0AC53	G6PD_ECOLI
P0AC59	GLRX2_ECOLI
P0AC62	GLRX3_ECOLI
P0AC69	GLRX4_ECOLI
P0ACA3	SSPA_ECOLI
P0ACB2	HEM2_ECOLI
P0ACB7	HEMY_ECOLI
P0ACC3	ERPA_ECOLI
P0ACC7	GLMU_ECOLI
P0ACD4	ISCU_ECOLI
P0ACE7	HINT_ECOLI
P0ACF0	DBHA_ECOLI
P0ACF4	DBHB_ECOLI
P0ACF8	HNS_ECOLI
P0ACG1	STPA_ECOLI
P0ACJ0	LRP_ECOLI
P0ACJ8	CRP_ECOLI
P0ACP7	PURR_ECOLI
P0ACQ4	OXYR_ECOLI
P0ACR9	MPRA_ECOLI
P0ACX3	YDHR_ECOLI
P0ACY1	YDJA_ECOLI
P0AD33	YFCZ_ECOLI
P0AD49	YFIA_ECOLI
P0AD61	KPYK1_ECOLI
P0AD65	MRDA_ECOLI
P0AD68	FTSI_ECOLI
P0ADA5	YAJG_ECOLI
P0ADB7	ECNB_ECOLI
P0ADC1	LPTE_ECOLI
P0ADE6	KBP_ECOLI
P0ADE8	YGFZ_ECOLI
P0ADG4	SUHB_ECOLI
P0ADG7	IMDH_ECOLI
P0ADK0	YIAF_ECOLI
P0ADN2	YIFE_ECOLI
P0ADR6	RLMM_ECOLI
P0ADS2	ZAPA_ECOLI
P0ADS6	YGGE_ECOLI
P0ADT8	YGIM_ECOLI
P0ADW3	YHCB_ECOLI
P0ADY1	PPID_ECOLI
P0ADY3	RL14_ECOLI
P0ADY7	RL16_ECOLI
P0ADZ0	RL23_ECOLI
P0ADZ4	RS15_ECOLI
P0ADZ7	YAJC_ECOLI
P0AE01	TRMJ_ECOLI
P0AE06	ACRA_ECOLI
P0AE08	AHPC_ECOLI
P0AE18	MAP1_ECOLI
P0AE52	BCP_ECOLI
P0AE78	CORC_ECOLI
P0AE88	CPXR_ECOLI
P0AEB2	DACA_ECOLI
P0AEB7	YOAB_ECOLI
P0AEC0	YOAE_ECOLI
P0AEE1	DCRB_ECOLI
P0AEE5	DGAL_ECOLI
P0AEG4	DSBA_ECOLI
P0AEH5	ELAB_ECOLI
P0AEI1	MIAB_ECOLI
P0AEI4	RIMO_ECOLI
P0AEK2	FABG_ECOLI
P0AEK4	FABI_ECOLI
P0AEM0	FKBX_ECOLI
P0AEM9	TCYJ_ECOLI
P0AEN1	FRE_ECOLI
P0AEP3	GALU_ECOLI
P0AEQ1	GLCG_ECOLI
P0AEQ3	GLNH_ECOLI
P0AES4	GYRA_ECOLI
P0AES6	GYRB_ECOLI
P0AET8	HDHA_ECOLI
P0AEU7	SKP_ECOLI
P0AEW6	INGK_ECOLI
P0AEW9	K1PF_ECOLI
P0AEX3	KGTP_ECOLI
P0AEX9	MALE_ECOLI
P0AEY5	MDAB_ECOLI
P0AEZ3	MIND_ECOLI
P0AEZ9	MOAB_ECOLI
P0AF03	MOG_ECOLI
P0AF08	APBC_ECOLI
P0AF12	MTNN_ECOLI
P0AF24	NAGD_ECOLI
P0AF36	ZAPB_ECOLI
P0AF67	TSAE_ECOLI
P0AF93	RIDA_ECOLI
P0AFC3	NUOA_ECOLI
P0AFC7	NUOB_ECOLI
P0AFD1	NUOE_ECOLI
P0AFD6	NUOI_ECOLI
P0AFF2	NUPC_ECOLI
P0AFF6	NUSA_ECOLI
P0AFG0	NUSG_ECOLI
P0AFG3	ODO1_ECOLI
P0AFG6	ODO2_ECOLI
P0AFG8	ODP1_ECOLI
P0AFI2	PARC_ECOLI
P0AFJ7	PITA_ECOLI
P0AFK0	PMBA_ECOLI
P0AFK9	POTD_ECOLI
P0AFM6	PSPA_ECOLI
P0AFP6	GCH1L_ECOLI
P0AFW4	RNK_ECOLI
P0AFY8	SEQA_ECOLI
P0AFZ3	SSPB_ECOLI
P0AG07	RPE_ECOLI
P0AG27	YIBN_ECOLI
P0AG30	RHO_ECOLI
P0AG44	RL17_ECOLI
P0AG48	RL21_ECOLI
P0AG51	RL30_ECOLI
P0AG55	RL6_ECOLI
P0AG59	RS14_ECOLI
P0AG63	RS17_ECOLI
P0AG67	RS1_ECOLI
P0AG86	SECB_ECOLI
P0AG90	SECD_ECOLI
P0AG93	SECF_ECOLI
P0AG99	SECG_ECOLI
P0AGA2	SECY_ECOLI
P0AGD3	SODF_ECOLI
P0AGD7	SRP54_ECOLI
P0AGE0	SSB_ECOLI
P0AGE9	SUCD_ECOLI
P0AGG8	TLDD_ECOLI
P0AGI1	RBSC_ECOLI
P0AGJ5	YFIF_ECOLI
P0AGJ9	SYY_ECOLI
P0AGK8	ISCR_ECOLI
P0AGL2	TDCF_ECOLI
P0C018	RL18_ECOLI
P0C037	PPNP_ECOLI
P0C0L5	CO4B_HUMAN
P0C0R7	RLME_ECOLI
P0C0S1	MSCS_ECOLI
P0C0V0	DEGP_ECOLI
P0C870	JMJD7_HUMAN
P0C8J6	GATY_ECOLI
P0C960	EMTA_ECOLI
P0CAP2	GRL1A_HUMAN
P0CG12	DERPC_HUMAN
P0DMC7	RCSB_ECOLI
P0DTT0	BIPA_ECOLI
P0DTU4	TRBR2_HUMAN
P10100	RLPA_ECOLI
P10121	FTSY_ECOLI
P10153	RNAS2_HUMAN
P10155	RO60_HUMAN
P10253	LYAG_HUMAN
P10301	RRAS_HUMAN
P10321	HLAC_HUMAN
P10346	GLNQ_ECOLI
P10384	FADL_ECOLI
P10398	ARAF_HUMAN
P10408	SECA_ECOLI
P10412	H14_HUMAN
P10415	BCL2_HUMAN
P10515	ODP2_HUMAN
P10599	THIO_HUMAN
P10606	COX5B_HUMAN
P10619	PPGB_HUMAN
P10636	TAU_HUMAN
P10643	CO7_HUMAN
P10644	KAP0_HUMAN
P10768	ESTD_HUMAN
P10809	CH60_HUMAN
P10909	CLUS_HUMAN
P11021	BIP_HUMAN
P11047	LAMC1_HUMAN
P11049	CD37_HUMAN
P11117	PPAL_HUMAN
P11142	HSP7C_HUMAN
P11166	GTR1_HUMAN
P11171	EPB41_HUMAN
P11172	UMPS_HUMAN
P11177	ODPB_HUMAN
P11182	ODB2_HUMAN
P11215	ITAM_HUMAN
P11216	PYGB_HUMAN
P11217	PYGM_HUMAN
P11233	RALA_HUMAN
P11234	RALB_HUMAN
P11274	BCR_HUMAN
P11277	SPTB1_HUMAN
P11279	LAMP1_HUMAN
P11308	ERG_HUMAN
P11310	ACADM_HUMAN
P11387	TOP1_HUMAN
P11413	G6PD_HUMAN
P11441	UBL4A_HUMAN
P11498	PYC_HUMAN
P11557	DAMX_ECOLI
P11586	C1TC_HUMAN
P11678	PERE_HUMAN
P11717	MPRI_HUMAN
P11766	ADHX_HUMAN
P11836	CD20_HUMAN
P11875	SYR_ECOLI
P11908	PRPS2_HUMAN
P11940	PABP1_HUMAN
P12004	PCNA_HUMAN
P12081	HARS1_HUMAN
P12107	COBA1_HUMAN
P12109	CO6A1_HUMAN
P12110	CO6A2_HUMAN
P12111	CO6A3_HUMAN
P12235	ADT1_HUMAN
P12236	ADT3_HUMAN
P12268	IMDH2_HUMAN
P12270	TPR_HUMAN
P12273	PIP_HUMAN
P12277	KCRB_HUMAN
P12429	ANXA3_HUMAN
P12694	ODBA_HUMAN
P12724	ECP_HUMAN
P12758	UDP_ECOLI
P12814	ACTN1_HUMAN
P12931	SRC_HUMAN
P12955	PEPD_HUMAN
P12956	XRCC6_HUMAN
P13010	XRCC5_HUMAN
P13024	FDHE_ECOLI
P13029	KATG_ECOLI
P13033	GLPB_ECOLI
P13035	GLPD_ECOLI
P13039	FES_ECOLI
P13073	COX41_HUMAN
P13284	GILT_HUMAN
P13473	LAMP2_HUMAN
P13489	RINI_HUMAN
P13498	CY24A_HUMAN
P13612	ITA4_HUMAN
P13639	EF2_HUMAN
P13667	PDIA4_HUMAN
P13686	PPA5_HUMAN
P13693	TCTP_HUMAN
P13716	HEM2_HUMAN
P13727	PRG2_HUMAN
P13747	HLAE_HUMAN
P13765	DOB_HUMAN
P13796	PLSL_HUMAN
P13797	PLST_HUMAN
P13798	ACPH_HUMAN
P13804	ETFA_HUMAN
P13807	GYS1_HUMAN
P13861	KAP2_HUMAN
P13929	ENOB_HUMAN
P13987	CD59_HUMAN
P14081	SELB_ECOLI
P14174	MIF_HUMAN
P14207	FOLR2_HUMAN
P14209	CD99_HUMAN
P14222	PERF_HUMAN
P14314	GLU2B_HUMAN
P14316	IRF2_HUMAN
P14317	HCLS1_HUMAN
P14324	FPPS_HUMAN
P14384	CBPM_HUMAN
P14406	CX7A2_HUMAN
P14543	NID1_HUMAN
P14550	AK1A1_HUMAN
P14555	PA2GA_HUMAN
P14618	KPYM_HUMAN
P14621	ACYP2_HUMAN
P14625	ENPL_HUMAN
P14735	IDE_HUMAN
P14780	MMP9_HUMAN
P14854	CX6B1_HUMAN
P14866	HNRPL_HUMAN
P14868	SYDC_HUMAN
P14900	MURD_ECOLI
P14921	ETS1_HUMAN
P14923	PLAK_HUMAN
P14927	QCR7_HUMAN
P15034	AMPP_ECOLI
P15078	CSTA_ECOLI
P15088	CBPA3_HUMAN
P15090	FABP4_HUMAN
P15104	GLNA_HUMAN
P15121	ALDR_HUMAN
P15144	AMPN_HUMAN
P15153	RAC2_HUMAN
P15170	ERF3A_HUMAN
P15288	PEPD_ECOLI
P15289	ARSA_HUMAN
P15309	PPAP_HUMAN
P15311	EZRI_HUMAN
P15374	UCHL3_HUMAN
P15391	CD19_HUMAN
P15428	PGDH_HUMAN
P15498	VAV_HUMAN
P15502	ELN_HUMAN
P15531	NDKA_HUMAN
P15586	GNS_HUMAN
P15880	RS2_HUMAN
P15924	DESP_HUMAN
P15927	RFA2_HUMAN
P16070	CD44_HUMAN
P16083	NQO2_HUMAN
P16095	SDHL_ECOLI
P16104	H2AX_HUMAN
P16144	ITB4_HUMAN
P16150	LEUK_HUMAN
P16152	CBR1_HUMAN
P16157	ANK1_HUMAN
P16219	ACADS_HUMAN
P16220	CREB1_HUMAN
P16278	BGAL_HUMAN
P16284	PECA1_HUMAN
P16298	PP2BB_HUMAN
P16333	NCK1_HUMAN
P16401	H15_HUMAN
P16402	H13_HUMAN
P16403	H12_HUMAN
P16435	NCPR_HUMAN
P16452	EPB42_HUMAN
P16455	MGMT_HUMAN
P16456	SELD_ECOLI
P16615	AT2A2_HUMAN
P16659	SYP_ECOLI
P16671	CD36_HUMAN
P16885	PLCG2_HUMAN
P16930	FAAA_HUMAN
P16949	STMN1_HUMAN
P16989	YBOX3_HUMAN
P17026	ZNF22_HUMAN
P17050	NAGAB_HUMAN
P17096	HMGA1_HUMAN
P17152	TMM11_HUMAN
P17169	GLMS_ECOLI
P17174	AATC_HUMAN
P17213	BPI_HUMAN
P17252	KPCA_HUMAN
P17443	MURG_ECOLI
P17480	UBF1_HUMAN
P17568	NDUB7_HUMAN
P17612	KAPCA_HUMAN
P17655	CAN2_HUMAN
P17661	DESM_HUMAN
P17693	HLAG_HUMAN
P17706	PTN2_HUMAN
P17813	EGLN_HUMAN
P17844	DDX5_HUMAN
P17858	PFKAL_HUMAN
P17900	SAP3_HUMAN
P17927	CR1_HUMAN
P17931	LEG3_HUMAN
P17952	MURC_ECOLI
P17980	PRS6A_HUMAN
P17987	TCPA_HUMAN
P18031	PTN1_HUMAN
P18077	RL35A_HUMAN
P18085	ARF4_HUMAN
P18124	RL7_HUMAN
P18206	VINC_HUMAN
P18428	LBP_HUMAN
P18433	PTPRA_HUMAN
P18440	ARY1_HUMAN
P18583	SON_HUMAN
P18615	NELFE_HUMAN
P18621	RL17_HUMAN
P18669	PGAM1_HUMAN
P18754	RCC1_HUMAN
P18843	NADE_ECOLI
P18859	ATP5J_HUMAN
P18887	XRCC1_HUMAN
P19174	PLCG1_HUMAN
P19320	VCAM1_HUMAN
P19338	NUCL_HUMAN
P19367	HXK1_HUMAN
P19387	RPB3_HUMAN
P19388	RPAB1_HUMAN
P19397	CD53_HUMAN
P19404	NDUV2_HUMAN
P19447	ERCC3_HUMAN
P19474	RO52_HUMAN
P19525	E2AK2_HUMAN
P19623	SPEE_HUMAN
P19652	A1AG2_HUMAN
P19784	CSK22_HUMAN
P19823	ITIH2_HUMAN
P19827	ITIH1_HUMAN
P19838	NFKB1_HUMAN
P19878	NCF2_HUMAN
P19926	AGP_ECOLI
P19971	TYPH_HUMAN
P20020	AT2B1_HUMAN
P20023	CR2_HUMAN
P20036	DPA1_HUMAN
P20042	IF2B_HUMAN
P20073	ANXA7_HUMAN
P20083	PARE_ECOLI
P20138	CD33_HUMAN
P20160	CAP7_HUMAN
P20273	CD22_HUMAN
P20290	BTF3_HUMAN
P20292	AL5AP_HUMAN
P20338	RAB4A_HUMAN
P20339	RAB5A_HUMAN
P20340	RAB6A_HUMAN
P20591	MX1_HUMAN
P20592	MX2_HUMAN
P20594	ANPRB_HUMAN
P20618	PSB1_HUMAN
P20645	MPRD_HUMAN
P20674	COX5A_HUMAN
P20700	LMNB1_HUMAN
P20701	ITAL_HUMAN
P20702	ITAX_HUMAN
P20774	MIME_HUMAN
P20810	ICAL_HUMAN
P20839	IMDH1_HUMAN
P20933	ASPG_HUMAN
P20936	RASA1_HUMAN
P20962	PTMS_HUMAN
P20963	CD3Z_HUMAN
P20966	PTFBC_ECOLI
P21165	PEPQ_ECOLI
P21170	SPEA_ECOLI
P21266	GSTM3_HUMAN
P21281	VATB2_HUMAN
P21283	VATC1_HUMAN
P21291	CSRP1_HUMAN
P21333	FLNA_HUMAN
P21367	YCAC_ECOLI
P21397	AOFA_HUMAN
P21399	ACOHC_HUMAN
P21507	SRMB_ECOLI
P21513	RNE_ECOLI
P21589	5NTD_HUMAN
P21599	KPYK2_ECOLI
P21645	LPXD_ECOLI
P21695	GPDA_HUMAN
P21730	C5AR1_HUMAN
P21796	VDAC1_HUMAN
P21810	PGS1_HUMAN
P21829	YBHA_ECOLI
P21854	CD72_HUMAN
P21888	SYC_ECOLI
P21889	SYD_ECOLI
P21912	SDHB_HUMAN
P21926	CD9_HUMAN
P21953	ODBB_HUMAN
P21964	COMT_HUMAN
P21980	TGM2_HUMAN
P22033	MUTA_HUMAN
P22059	OSBP1_HUMAN
P22061	PIMT_HUMAN
P22087	FBRL_HUMAN
P22090	RS4Y1_HUMAN
P22102	PUR2_HUMAN
P22105	TENX_HUMAN
P22106	ASNB_ECOLI
P22188	MURE_ECOLI
P22234	PUR6_HUMAN
P22259	PCKA_ECOLI
P22307	SCP2_HUMAN
P22314	UBA1_HUMAN
P22333	ADD_ECOLI
P22352	GPX3_HUMAN
P22392	NDKB_HUMAN
P22523	MUKB_ECOLI
P22524	MUKE_ECOLI
P22570	ADRO_HUMAN
P22612	KAPCG_HUMAN
P22626	ROA2_HUMAN
P22670	RFX1_HUMAN
P22681	CBL_HUMAN
P22694	KAPCB_HUMAN
P22695	QCR2_HUMAN
P22748	CAH4_HUMAN
P22830	HEMH_HUMAN
P22897	MRC1_HUMAN
P23003	TRMA_ECOLI
P23141	EST1_HUMAN
P23142	FBLN1_HUMAN
P23193	TCEA1_HUMAN
P23219	PGH1_HUMAN
P23229	ITA6_HUMAN
P23246	SFPQ_HUMAN
P23258	TBG1_HUMAN
P23284	PPIB_HUMAN
P23368	MAOM_HUMAN
P23381	SYWC_HUMAN
P23396	RS3_HUMAN
P23458	JAK1_HUMAN
P23469	PTPRE_HUMAN
P23497	SP100_HUMAN
P23511	NFYA_HUMAN
P23526	SAHH_HUMAN
P23528	COF1_HUMAN
P23588	IF4B_HUMAN
P23610	HAP40_HUMAN
P23634	AT2B4_HUMAN
P23721	SERC_ECOLI
P23743	DGKA_HUMAN
P23786	CPT2_HUMAN
P23830	PSS_ECOLI
P23839	YICC_ECOLI
P23843	OPPA_ECOLI
P23847	DPPA_ECOLI
P23865	PRC_ECOLI
P23869	PPIB_ECOLI
P23882	FMT_ECOLI
P23893	GSA_ECOLI
P23894	HTPX_ECOLI
P23909	MUTS_ECOLI
P23919	KTHY_HUMAN
P23946	CMA1_HUMAN
P24043	LAMA2_HUMAN
P24158	PRTN3_HUMAN
P24182	ACCC_ECOLI
P24186	FOLD_ECOLI
P24468	COT2_HUMAN
P24534	EF1B_HUMAN
P24539	AT5F1_HUMAN
P24557	THAS_HUMAN
P24666	PPAC_HUMAN
P24723	KPCL_HUMAN
P24752	THIL_HUMAN
P24821	TENA_HUMAN
P24844	MYL9_HUMAN
P24928	RPB1_HUMAN
P25098	ARBK1_HUMAN
P25205	MCM3_HUMAN
P25208	NFYB_HUMAN
P25311	ZA2G_HUMAN
P25325	THTM_HUMAN
P25398	RS12_HUMAN
P25440	BRD2_HUMAN
P25490	TYY1_HUMAN
P25519	HFLX_ECOLI
P25522	MNME_ECOLI
P25553	ALDA_ECOLI
P25685	DNJB1_HUMAN
P25686	DNJB2_HUMAN
P25705	ATPA_HUMAN
P25714	YIDC_ECOLI
P25738	MSYB_ECOLI
P25774	CATS_HUMAN
P25786	PSA1_HUMAN
P25787	PSA2_HUMAN
P25788	PSA3_HUMAN
P25789	PSA4_HUMAN
P25894	LOIP_ECOLI
P25940	CO5A3_HUMAN
P25942	TNR5_HUMAN
P25963	IKBA_HUMAN
P26022	PTX3_HUMAN
P26038	MOES_HUMAN
P26196	DDX6_HUMAN
P26358	DNMT1_HUMAN
P26368	U2AF2_HUMAN
P26373	RL13_HUMAN
P26440	IVD_HUMAN
P26447	S10A4_HUMAN
P26572	MGAT1_HUMAN
P26583	HMGB2_HUMAN
P26599	PTBP1_HUMAN
P26616	MAO1_ECOLI
P26639	SYTC_HUMAN
P26640	SYVC_HUMAN
P26641	EF1G_HUMAN
P26842	CD27_HUMAN
P26885	FKBP2_HUMAN
P26951	IL3RA_HUMAN
P27105	STOM_HUMAN
P27169	PON1_HUMAN
P27248	GCST_ECOLI
P27250	AHR_ECOLI
P27298	OPDA_ECOLI
P27302	TKT1_ECOLI
P27306	STHA_ECOLI
P27338	AOFB_HUMAN
P27348	1433T_HUMAN
P27361	MK03_HUMAN
P27434	RODZ_ECOLI
P27482	CALL3_HUMAN
P27487	DPP4_HUMAN
P27550	ACSA_ECOLI
P27635	RL10_HUMAN
P27694	RFA1_HUMAN
P27695	APEX1_HUMAN
